date,ticker,close,volume
2020-01-02 00:00:00-05:00,AAPL,72.53850555419922,135480400
2020-01-02 00:00:00-05:00,ABBV,70.32684326171875,5639200
2020-01-02 00:00:00-05:00,AMZN,94.90049743652344,80580000
2020-01-02 00:00:00-05:00,AVGO,27.836231231689453,20329000
2020-01-02 00:00:00-05:00,BRK-B,228.38999938964844,3764000
2020-01-02 00:00:00-05:00,GOOGL,68.0260238647461,27278000
2020-01-02 00:00:00-05:00,HD,192.30303955078125,3935700
2020-01-02 00:00:00-05:00,JNJ,124.98368072509766,5777000
2020-01-02 00:00:00-05:00,JPM,120.15467834472656,10803700
2020-01-02 00:00:00-05:00,KO,46.419700622558594,11867700
2020-01-02 00:00:00-05:00,MA,293.7257385253906,3272400
2020-01-02 00:00:00-05:00,META,208.63540649414062,12077100
2020-01-02 00:00:00-05:00,MSFT,153.04225158691406,22622100
2020-01-02 00:00:00-05:00,NVDA,5.971747398376465,237536000
2020-01-02 00:00:00-05:00,PEP,115.33771514892578,3784100
2020-01-02 00:00:00-05:00,PFE,28.44766616821289,16514072
2020-01-02 00:00:00-05:00,PG,107.01641082763672,8130800
2020-01-02 00:00:00-05:00,TSLA,28.68400001525879,142981500
2020-01-02 00:00:00-05:00,UNH,268.7109680175781,2543400
2020-01-02 00:00:00-05:00,V,183.8720245361328,8733000
2020-01-03 00:00:00-05:00,AAPL,71.83329010009766,146322800
2020-01-03 00:00:00-05:00,ABBV,69.6592788696289,5988500
2020-01-03 00:00:00-05:00,AMZN,93.74849700927734,75288000
2020-01-03 00:00:00-05:00,AVGO,27.12822151184082,22870000
2020-01-03 00:00:00-05:00,BRK-B,226.17999267578125,3023900
2020-01-03 00:00:00-05:00,GOOGL,67.67015075683594,23408000
2020-01-03 00:00:00-05:00,HD,191.6639404296875,3423200
2020-01-03 00:00:00-05:00,JNJ,123.53665161132812,5752400
2020-01-03 00:00:00-05:00,JPM,118.56909942626953,10386800
2020-01-03 00:00:00-05:00,KO,46.16645431518555,11354500
2020-01-03 00:00:00-05:00,MA,290.8599853515625,2501300
2020-01-03 00:00:00-05:00,META,207.53147888183594,11188400
2020-01-03 00:00:00-05:00,MSFT,151.1366424560547,21116200
2020-01-03 00:00:00-05:00,NVDA,5.876163959503174,205384000
2020-01-03 00:00:00-05:00,PEP,115.1763916015625,4000100
2020-01-03 00:00:00-05:00,PFE,28.29503631591797,14922848
2020-01-03 00:00:00-05:00,PG,106.29666137695312,7970500
2020-01-03 00:00:00-05:00,TSLA,29.534000396728516,266677500
