date,ticker,PE,ROA,sector
2020-03-31,AAPL,25.323007694836207,0.05456248998782479,Technology
2020-06-30,AAPL,14.750356367614213,0.06663285742864739,Technology
2020-09-30,AAPL,14.322893035084443,0.06956890476488713,Technology
2020-12-31,AAPL,28.087212893497902,0.07572091208716922,Technology
2021-03-31,AAPL,28.32880703354595,0.051420164303626587,Technology
2021-06-30,AAPL,18.736631764225923,0.050796424470978305,Technology
2021-09-30,AAPL,19.557635297158456,0.14675960426917417,Technology
2021-12-31,AAPL,18.65901567547605,0.09955021754398363,Technology
2022-03-31,AAPL,21.51093653659448,0.05499586262872655,Technology
2022-06-30,AAPL,21.068843972202224,0.09538285109488602,Technology
2022-09-30,AAPL,23.886148773979215,0.14674092947261289,Technology
2022-12-31,AAPL,23.12821782002799,0.10888492605920203,Technology
2023-03-31,AAPL,19.203173217090228,0.05353301268250979,Technology
2023-06-30,AAPL,15.996728737903299,0.1715836066800835,Technology
2023-09-30,AAPL,22.975582798835003,0.12400591830510936,Technology
2023-12-31,AAPL,27.97856469549473,0.18637521554960446,Technology
2024-03-31,AAPL,18.456754248401126,0.1516845134840501,Technology
2024-06-30,AAPL,16.52493540456796,0.12166075132943861,Technology
2024-09-30,AAPL,29.129461776896292,0.18060368924579034,Technology
2024-12-31,AAPL,14.985872099830031,0.17896620570913113,Technology
2025-03-31,AAPL,28.528232332635973,0.167855657722085,Technology
2025-06-30,AAPL,14.677300190031982,0.07465915930303556,Technology
2020-03-31,MSFT,17.143480004082658,0.13659957532698036,Technology
2020-06-30,MSFT,10.130247513263047,0.18535398551050258,Technology
2020-09-30,MSFT,23.6033921329529,0.18695360418553408,Technology
2020-12-31,MSFT,22.904380845794968,0.16257904717588656,Technology
2021-03-31,MSFT,13.609589303500115,0.14734705971717535,Technology
2021-06-30,MSFT,27.923444234628015,0.06592508835925892,Technology
2021-09-30,MSFT,10.238585084094256,0.12072187183036116,Technology
2021-12-31,MSFT,10.701066221088652,0.0764900116451471,Technology
2022-03-31,MSFT,19.005788914929152,0.13232909772871043,Technology
2022-06-30,MSFT,21.01547267933266,0.11841627457701588,Technology
2022-09-30,MSFT,26.04197962664828,0.13024363931160754,Technology
2022-12-31,MSFT,26.899210739274587,0.08628469345276277,Technology
2023-03-31,MSFT,14.353016858961873,0.17523812415820217,Technology
2023-06-30,MSFT,26.08145534513686,0.058697898384270114,Technology
2023-09-30,MSFT,19.05422077800174,0.063219835062026,Technology
2023-12-31,MSFT,13.586131033604655,0.0907533557356773,Technology
2024-03-31,MSFT,25.949092495518556,0.18394368059993282,Technology
2024-06-30,MSFT,20.007222097834763,0.11532544988123963,Technology
2024-09-30,MSFT,24.302242823623796,0.07273102631585132,Technology
2024-12-31,MSFT,20.994320038179666,0.1095895635184894,Technology
2025-03-31,MSFT,21.698609910456913,0.1214731018150871,Technology
2025-06-30,MSFT,18.494513688075273,0.12602131442762105,Technology
2020-03-31,GOOGL,24.097626809076623,0.11422880483936397,Technology
2020-06-30,GOOGL,12.892448649481437,0.15155193273413392,Technology
2020-09-30,GOOGL,10.544569964688561,0.13950398816133183,Technology
2020-12-31,GOOGL,21.820942521357043,0.07512975855344622,Technology
2021-03-31,GOOGL,15.957704127371544,0.1344429272849329,Technology
2021-06-30,GOOGL,22.878799653246823,0.08583917871022093,Technology
2021-09-30,GOOGL,11.53393373906786,0.06950038894504194,Technology
2021-12-31,GOOGL,24.270891401225434,0.1718455005313747,Technology
2022-03-31,GOOGL,20.08318531835982,0.10470713523497702,Technology
2022-06-30,GOOGL,27.156444080367347,0.13753690931335819,Technology
2022-09-30,GOOGL,21.04916868630515,0.05679509072127514,Technology
2022-12-31,GOOGL,14.784338897005547,0.1728948860500943,Technology
2023-03-31,GOOGL,11.555300504035253,0.09982789815004718,Technology
2023-06-30,GOOGL,21.38893650536486,0.13672963024792056,Technology
2023-09-30,GOOGL,11.940562390996414,0.11183850125718778,Technology
2023-12-31,GOOGL,17.742764082496535,0.08326613488464732,Technology
2024-03-31,GOOGL,18.914298253184093,0.10615457137868956,Technology
2024-06-30,GOOGL,21.691312326094113,0.14602982203109494,Technology
2024-09-30,GOOGL,12.916133761049833,0.0620001380185639,Technology
2024-12-31,GOOGL,19.616460588659734,0.1294148839290541,Technology
2025-03-31,GOOGL,16.364487549680803,0.1531921858524814,Technology
2025-06-30,GOOGL,19.20248255126202,0.05372611043769231,Technology
2020-03-31,AMZN,20.12660979284483,0.09800509516148936,Consumer Discretionary
2020-06-30,AMZN,22.148768254714124,0.17624204804756094,Consumer Discretionary
2020-09-30,AMZN,15.11173470544864,0.14417402010644448,Consumer Discretionary
2020-12-31,AMZN,16.777168390444544,0.06398760360216738,Consumer Discretionary
2021-03-31,AMZN,22.415488118707227,0.13694023244484027,Consumer Discretionary
2021-06-30,AMZN,13.319106032804648,0.1650034014331304,Consumer Discretionary
2021-09-30,AMZN,20.848360258652583,0.1456484405440474,Consumer Discretionary
