date,ticker,close,volume
2018-01-01,AAPL,103.28735355855818,76088.15236854427
2018-01-02,AAPL,102.4224965127049,96291.74152804614
2018-01-03,AAPL,102.52672016817384,116356.70583072177
2018-01-04,AAPL,103.3603688298103,203243.04380625358
2018-01-05,AAPL,101.87119182328857,229217.88204798356
2018-01-08,AAPL,101.91560318637738,59759.222803254066
2018-01-09,AAPL,101.95433834083309,215519.77843961384
2018-01-10,AAPL,98.66800233452597,80309.52069656126
2018-01-11,AAPL,100.62386505575593,471540.7709968427
2018-01-12,AAPL,101.81267827550207,189161.934415108
2018-01-15,AAPL,100.65632243391474,171775.5343848571
2018-01-16,AAPL,100.37034891804876,140931.14986864713
2018-01-17,AAPL,101.37362208823211,153604.67061254577
2018-01-18,AAPL,100.91419219647769,156907.96429573058
2018-01-19,AAPL,100.49217588176643,103497.19925270566
2018-01-22,AAPL,97.80864978225931,245159.45494560112
2018-01-23,AAPL,98.87836168716497,184175.95445440698
2018-01-24,AAPL,99.14945709173176,245552.1799659838
2018-01-25,AAPL,99.70461948484812,150997.35031048013
2018-01-26,AAPL,96.90782152486224,235548.80770446628
2018-01-29,AAPL,100.0182181075558,99450.6238144165
2018-01-30,AAPL,100.35017742813272,1329138.3794120178
2018-01-31,AAPL,99.65820799428204,102291.56187746827
2018-02-01,AAPL,103.59500325429396,119876.00530168581
2018-02-02,AAPL,103.54726835994057,279024.77823730034
2018-02-05,AAPL,100.78704065841035,328221.175257896
2018-02-06,AAPL,100.05785025109061,97170.38960971129
2018-02-07,AAPL,95.8610987839548,57753.59709755925
2018-02-08,AAPL,97.81997623180571,67692.24243985029
2018-02-09,AAPL,97.09161455517184,86289.96634742977
2018-02-12,AAPL,95.77664781648181,97790.57351200224
2018-02-13,AAPL,97.77642563621724,141856.85559060925
2018-02-14,AAPL,94.81028841572568,290410.33431952464
2018-02-15,AAPL,95.8125252421889,299267.11988394376
2018-02-16,AAPL,92.18306831156879,108492.70117524099
2018-02-19,AAPL,91.07284337272903,216343.15145386476
2018-02-20,AAPL,89.05898226968195,265647.70442180865
2018-02-21,AAPL,91.59021475284466,363369.9708771096
2018-02-22,AAPL,94.73642565100732,142211.64518714644
2018-02-23,AAPL,94.18585955578241,100161.11763151595
2018-02-26,AAPL,95.73225166507521,245224.42901284696
2018-02-27,AAPL,95.4450464299987,388174.99000590446
2018-02-28,AAPL,96.51349448602402,114175.77127585372
2018-03-01,AAPL,95.18785665231923,503424.00153444806
2018-03-02,AAPL,92.20041453122802,438590.1180750548
2018-03-05,AAPL,89.14694630183794,133569.05712240437
2018-03-06,AAPL,89.83038113453071,61017.61176937293
2018-03-07,AAPL,93.76537181675528,109298.62444593426
2018-03-08,AAPL,94.28139215170125,126579.09870869828
2018-03-09,AAPL,93.38834710023983,215075.05031879238
2018-03-12,AAPL,96.8629564618752,57378.18363649103
2018-03-13,AAPL,97.33694005943451,672176.0693390099
2018-03-14,AAPL,97.5624139087658,636631.9562327276
2018-03-15,AAPL,98.06812711450101,101256.78814837814
2018-03-16,AAPL,97.86192369563193,51142.78891454156
2018-03-19,AAPL,97.32985878953471,141162.6304519789
2018-03-20,AAPL,94.76350629763935,201494.85578378258
2018-03-21,AAPL,95.70408765315362,350372.9048148747
2018-03-22,AAPL,95.57074403499296,239400.51630070392
2018-03-23,AAPL,97.7888711335199,138351.66882053702
2018-03-26,AAPL,97.14819440100402,47931.61442065663
2018-03-27,AAPL,93.74772623290258,212059.96057877236
2018-03-28,AAPL,93.60855439702011,258816.7120998222
2018-03-29,AAPL,96.70226583439685,129557.82197408742
2018-03-30,AAPL,96.04219664094686,184020.65156243448
2018-04-02,AAPL,94.4780709997273,176276.99886689888
2018-04-03,AAPL,92.40746939243488,134806.91515555483
2018-04-04,AAPL,90.62781600269817,77952.06737671458
2018-04-05,AAPL,90.15089548209232,191515.25398814047
2018-04-06,AAPL,88.19781087882204,66596.46854533422
2018-04-09,AAPL,90.76572052677959,361561.26220849255
2018-04-10,AAPL,90.3180390603161,90938.75511763133
2018-04-11,AAPL,90.53959738712875,209492.10146200986
2018-04-12,AAPL,93.07115356580633,100552.698029225
2018-04-13,AAPL,95.79123304973727,195657.0759556568
2018-04-16,AAPL,95.44476640761226,137303.77616984939
2018-04-17,AAPL,96.0835635332334,214487.87918687033
2018-04-18,AAPL,97.46621337793513,96935.03044580198
2018-04-19,AAPL,97.15017607899631,58567.35167193835
2018-04-20,AAPL,93.97732493872292,131570.09282913656
2018-04-23,AAPL,95.18507262309393,126122.96986564096
2018-04-24,AAPL,96.84595511980498,63150.73750904014
2018-04-25,AAPL,97.64814994135061,102906.15535953581
2018-04-26,AAPL,95.99673526690742,57036.02108477331
2018-04-27,AAPL,95.67972735621863,166738.1957111027
2018-04-30,AAPL,94.65500600420792,124366.63459220216
2018-05-01,AAPL,94.15775133027716,157011.83400008833
2018-05-02,AAPL,96.53225808079453,741788.8666021269
2018-05-03,AAPL,99.40281135534114,171138.07451705312
2018-05-04,AAPL,100.7082815986223,194740.4846958734
2018-05-07,AAPL,101.7984797228362,226739.84383204166
2018-05-08,AAPL,103.14946794306172,143162.75796529022
2018-05-09,AAPL,103.16653747878806,109157.54413029164
2018-05-10,AAPL,103.06001326486982,263551.828305844
2018-05-11,AAPL,101.79669109349392,288550.162038988
2018-05-14,AAPL,101.72963220808937,27042.429858277883
2018-05-15,AAPL,106.21065553872447,141158.63360341475
2018-05-16,AAPL,108.01224101321318,126881.98462988375
2018-05-17,AAPL,107.35874513710874,110852.14218887722
2018-05-18,AAPL,106.44774790679092,327623.63281259174
2018-05-21,AAPL,104.76437018815459,112814.27864698308
2018-05-22,AAPL,105.55007606571299,261010.74241759404
2018-05-23,AAPL,106.3761968896219,112213.00954383504
2018-05-24,AAPL,103.5553474769456,121684.94925477529
2018-05-25,AAPL,104.55297959756993,240573.00425986428
2018-05-28,AAPL,103.47486529208794,99780.48971333075
2018-05-29,AAPL,106.3449500954176,140987.86382543686
2018-05-30,AAPL,106.70296592426931,80131.87885218479
2018-05-31,AAPL,110.26734506676503,91324.02312030939
2018-06-01,AAPL,109.36018341986305,239562.6269506051
2018-06-04,AAPL,108.80978994713092,220574.69908301253
2018-06-05,AAPL,109.47147162378619,78182.80928926944
2018-06-06,AAPL,111.72230297921556,76331.45119346541
2018-06-07,AAPL,112.96831192466679,715425.3321671772
2018-06-08,AAPL,110.40912318460454,105568.63937619899
2018-06-11,AAPL,110.83538601940998,92042.05705070873
2018-06-12,AAPL,110.92599898484488,211029.15732420163
2018-06-13,AAPL,110.07384891713446,97446.20272490582
2018-06-14,AAPL,108.77703980527416,124649.9292713632
2018-06-15,AAPL,112.47412687518823,265139.0152475778
2018-06-18,AAPL,111.6917032488298,282381.54397639167
2018-06-19,AAPL,109.96397547079395,137850.5340632958
2018-06-20,AAPL,111.34015140919324,346953.0508241587
2018-06-21,AAPL,111.65963938217595,142313.96136562128
2018-06-22,AAPL,111.54402859695026,134335.5502654115
2018-06-25,AAPL,113.24815015153702,154548.16430230823
2018-06-26,AAPL,114.34410967971228,129035.3136114955
2018-06-27,AAPL,115.17514627596164,212755.8003964108
2018-06-28,AAPL,117.33962206611936,183757.63342139736
2018-06-29,AAPL,118.01710040094055,97445.78217550537
2018-07-02,AAPL,116.6954592625787,172805.29548822576
2018-07-03,AAPL,115.94523457195332,112078.56908032678
2018-07-04,AAPL,114.8548707102057,109687.1728930845
2018-07-05,AAPL,115.35675424803644,142673.59418528623
2018-07-06,AAPL,113.07534461894282,285717.13252790173
2018-07-09,AAPL,109.26996821703648,183072.63169989927
2018-07-10,AAPL,109.49560260525632,331876.99015803164
2018-07-11,AAPL,106.80698753295187,395948.7670303504
2018-07-12,AAPL,102.97963574350658,151971.08359789205
2018-07-13,AAPL,103.7499182853173,107888.0659203339
2018-07-16,AAPL,102.4057183766517,96721.02926651997
2018-07-17,AAPL,103.4114063810444,183315.56467150338
2018-07-18,AAPL,102.41978446614975,260764.486619156
2018-07-19,AAPL,100.31082655601668,400930.0272832258
2018-07-20,AAPL,98.01986715386528,70825.67738491549
2018-07-23,AAPL,97.10916904847976,270006.10897003167
2018-07-24,AAPL,96.6470976528346,295094.85827640194
2018-07-25,AAPL,95.1924915398149,669862.3441262427
2018-07-26,AAPL,94.72571011740433,173821.1297887547
2018-07-27,AAPL,92.05191157352985,152468.2373588379
2018-07-30,AAPL,92.11366603894894,62498.5795886087
2018-07-31,AAPL,89.07897761729748,97510.48088922957
2018-08-01,AAPL,88.78845679992246,80220.19763223588
2018-08-02,AAPL,90.00192833005988,84892.85817640886
2018-08-03,AAPL,91.91494376179854,90747.82785294211
2018-08-06,AAPL,94.97932077078339,62064.61448174406
2018-08-07,AAPL,92.26316153323403,147342.37553490748
2018-08-08,AAPL,93.63276064318059,196423.49950493037
