date,ticker,PE,ROA,sector
2017-09-30,AAPL,30.021585043882663,0.09016405873074715,Technology
2017-12-31,AAPL,30.890917646400858,0.11729943616579899,Technology
2018-03-31,AAPL,31.41870019842039,0.1650744092652266,Technology
2018-06-30,AAPL,29.601640300804444,0.14930545230751033,Technology
2018-09-30,AAPL,29.076761597181985,0.15209861182303394,Technology
2018-12-31,AAPL,28.51644927239951,0.13181065354576713,Technology
2019-03-31,AAPL,31.662742724462504,0.1703724589576133,Technology
2019-06-30,AAPL,30.526570698388625,0.13953054163116668,Technology
2019-09-30,AAPL,27.42063292849141,0.15949391843933725,Technology
2019-12-31,AAPL,30.483697924784543,0.14038982828158622,Technology
2020-03-31,AAPL,22.51525513735471,0.09933962707711766,Technology
2020-06-30,AAPL,28.080421385508206,0.11610440239860702,Technology
2020-09-30,AAPL,20.62219496972325,0.14247246671411176,Technology
2020-12-31,AAPL,35.87411973904349,0.16414550913777473,Technology
2021-03-31,AAPL,25.520850621382866,0.16647176449855805,Technology
2021-06-30,AAPL,21.35906176966885,0.145631250290333,Technology
2021-09-30,AAPL,26.119652867799132,0.16677602212607232,Technology
2021-12-31,AAPL,28.08026783809014,0.13502793301772528,Technology
2022-03-31,AAPL,34.773140078223726,0.1606316196519301,Technology
2022-06-30,AAPL,26.434070215864477,0.11005183274649098,Technology
2022-09-30,AAPL,21.095350357445483,0.16186143356745494,Technology
2022-12-31,AAPL,29.893982975671772,0.1422719575531914,Technology
2023-03-31,AAPL,35.20689201087127,0.1878431759496824,Technology
2023-06-30,AAPL,27.11662376393185,0.16634261688559818,Technology
2023-09-30,AAPL,27.291503010326167,0.12677590665587138,Technology
2023-12-31,AAPL,30.94706082003661,0.18886669088314734,Technology
2024-03-31,AAPL,18.312640850412727,0.14489572986452695,Technology
2024-06-30,AAPL,25.271190360732955,0.16113859046600637,Technology
2024-09-30,AAPL,28.089159333020113,0.12050008705603885,Technology
2024-12-31,AAPL,24.287914368360198,0.13226255958908448,Technology
2017-09-30,MSFT,33.19457589720427,0.1489029461628325,Technology
2017-12-31,MSFT,25.131438027449246,0.12420746681480341,Technology
2018-03-31,MSFT,25.537640622879167,0.11492392645392797,Technology
2018-06-30,MSFT,21.04987001695425,0.10720579513377171,Technology
2018-09-30,MSFT,27.596124634708698,0.1463472618006096,Technology
2018-12-31,MSFT,24.66089006678944,0.1475315631064893,Technology
2019-03-31,MSFT,35.938895051083676,0.11729778118066816,Technology
2019-06-30,MSFT,18.033201271866098,0.10988274653265828,Technology
2019-09-30,MSFT,26.29349146070415,0.1089115269387213,Technology
2019-12-31,MSFT,28.748325256168826,0.12654987943908935,Technology
2020-03-31,MSFT,25.821244706550786,0.17797880477470013,Technology
2020-06-30,MSFT,25.23175309833642,0.15217944349218135,Technology
2020-09-30,MSFT,29.706714481911,0.13718885903391612,Technology
2020-12-31,MSFT,37.32976105793308,0.17111977445556398,Technology
2021-03-31,MSFT,35.14285725455056,0.15245288796816053,Technology
2021-06-30,MSFT,22.46039005266086,0.18638327086505957,Technology
2021-09-30,MSFT,24.525006307843576,0.13847958776856345,Technology
2021-12-31,MSFT,31.88446182918446,0.1318206718818316,Technology
2022-03-31,MSFT,25.751591064334463,0.16616426927465108,Technology
2022-06-30,MSFT,28.6401581350159,0.12745882962946792,Technology
2022-09-30,MSFT,25.675413009967,0.15178799013217606,Technology
2022-12-31,MSFT,27.476456541872288,0.13366675034677505,Technology
2023-03-31,MSFT,22.888547550763366,0.14606945112073624,Technology
2023-06-30,MSFT,19.335572941244074,0.12952160247139807,Technology
2023-09-30,MSFT,27.503474221227737,0.15453346615511376,Technology
2023-12-31,MSFT,16.154908450880853,0.1279215281628863,Technology
2024-03-31,MSFT,30.774974911494954,0.1314570386604516,Technology
2024-06-30,MSFT,33.941719952013415,0.1351433897304126,Technology
2024-09-30,MSFT,27.101370779423682,0.10744201605443864,Technology
2024-12-31,MSFT,30.850071279750672,0.14249487293623295,Technology
2017-09-30,AMZN,23.723317575869636,0.07994794915398863,Consumer Discretionary
2017-12-31,AMZN,27.666744039212425,0.08849717781688304,Consumer Discretionary
2018-03-31,AMZN,29.905122120093075,0.03443256387953174,Consumer Discretionary
2018-06-30,AMZN,22.225723564597388,0.05531063154504067,Consumer Discretionary
